1.0 0.9999999999999998
0.992114701314478 0.992114701314478
0.9685831611286311 0.9685831611286309
0.9297764858882516 0.9297764858882513
0.8763066800438638 0.8763066800438636
0.8090169943749476 0.8090169943749476
0.7289686274214116 0.7289686274214117
0.63742398974869 0.6374239897486895
0.535826794978997 0.5358267949789965
0.4257792915650729 0.4257792915650729
0.30901699437494745 0.3090169943749488
0.1873813145857257 0.18738131458572393
0.0627905195293117 0.06279051952931436
-0.06279051952930814 -0.0627905195293117
-0.18738131458572838 -0.1873813145857266
-0.30901699437494656 -0.30901699437495367
-0.4257792915650782 -0.42577929156506755
-0.5358267949790019 -0.5358267949790019
-0.6374239897486902 -0.637423989748676
-0.7289686274214233 -0.7289686274213949
-0.8090169943749572 -0.8090169943749572
-0.8763066800438537 -0.8763066800438537
-0.9297764858882829 -0.929776485888226
-0.9685831611285494 -0.9685831611285778
-0.9921147013144491 -0.9921147013144491
-1.0000000000001137 -0.9999999999998863
-0.9921147013145628 -0.9921147013145628
-0.968583161128663 -0.968583161128663
-0.9297764858883966 -0.9297764858883966
-0.8763066800438537 -0.8763066800443085
-0.8090169943752699 -0.8090169943752699
-0.7289686274216365 -0.7289686274216365
-0.63742398974955 -0.637423989747731
-0.5358267949795845 -0.5358267949777655
-0.42577929156868777 -0.4257792915650498
-0.3090169943716319 -0.30901699437526986
-0.18738131458303542 -0.18738131459031138
-0.06279051952515147 -0.06279051953242742
0.0627905195360654 0.06279051952151349
0.18738131457939744 0.18738131457939744
0.30901699437526986 0.30901699437526986
0.4257792915595928 0.42577929158869665
0.5358267949486617 0.5358267949486617
0.6374239897704683 0.6374239897704683
0.7289686274016276 0.7289686274016276
0.8090169943752699 0.8090169942588545
0.8763066803803667 0.8763066800311208
0.9297764856601134 0.9297764856601134
0.9685831610113382 0.9685831610113382
0.9921147010754794 0.9921147015411407
1.0 1.0
0.9921147008426487 0.9921147017739713
0.9685831610113382 0.9685831610113382
0.9297764869406819 0.9297764850780368
0.8763066809624434 0.8763066818937659
0.8090169969946146 0.8090169932693243
0.7289686277508736 0.7289686277508736
0.6374239921569824 0.6374239921569824
0.5358267948031425 0.5358267948031425
0.4257792979478836 0.4257792979478836
0.30901698023080826 0.30901699513196945
0.1873813420534134 0.1873813048005104
0.06279051303863525 0.06279051303863525
-0.06279051303863525 -0.06279051303863525
-0.18738135695457458 -0.18738135695457458
-0.3090169429779053 -0.30901697278022766
-0.4257793426513672 -0.4257793426513672
-0.5358268022537231 -0.5358266234397888
-0.6374239921569824 -0.6374239921569824
-0.7289688587188721 -0.728968620300293
-0.8090171813964844 -0.8090171813964844
-0.8763065338134766 -0.8763065338134766
-0.9297757148742676 -0.929776668548584
-0.9685831069946289 -0.9685826301574707
-0.9921150207519531 -0.9921150207519531
-1.0 -1.0
-0.9921150207519531 -0.9921150207519531
-0.9685840606689453 -0.9685802459716797
-0.9297828674316406 -0.9297752380371094
-0.8763046264648438 -0.876312255859375
-0.8090057373046875 -0.8090324401855469
-0.728973388671875 -0.728973388671875
-0.637420654296875 -0.637420654296875
-0.53582763671875 -0.53582763671875
-0.425750732421875 -0.42578125
-0.30902099609375 -0.3089599609375
-0.18731689453125 -0.18731689453125
-0.06280517578125 -0.06268310546875
0.062744140625 0.062744140625
0.1873779296875 0.1876220703125
0.308837890625 0.30859375
0.42578125 0.42578125
0.53564453125 0.536376953125
0.63818359375 0.63818359375
0.728515625 0.728515625
0.8076171875 0.8095703125
0.876953125 0.875
0.9296875 0.9296875
0.97265625 0.96484375
1.0 0.9921875
1.00390625 0.99609375
1.0 0.99609375
0.96875 0.96875
0.90625 0.921875
0.890625 0.859375
0.8125 0.75
0.71875 0.78125
0.6875 0.5625
0.5 0.5
0.25 0.3125
0.25 0.5
0.25 0.125
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
